wikidata_link,label
http://www.wikidata.org/entity/Q427923,10,000
http://www.wikidata.org/entity/Q11564424,10^32
http://www.wikidata.org/entity/Q11597186,10^28
http://www.wikidata.org/entity/Q14861089,10^48
http://www.wikidata.org/entity/Q18880519,10^40
http://www.wikidata.org/entity/Q19939147,10^44
http://www.wikidata.org/entity/Q28469736,twenty-sixth
http://www.wikidata.org/entity/Q28469737,twenty-seventh
http://www.wikidata.org/entity/Q28469738,twenty-eighth
http://www.wikidata.org/entity/Q28469739,twenty-ninth
http://www.wikidata.org/entity/Q1993508,magic constant
http://www.wikidata.org/entity/Q2248459,De Bruijn–Newman constant
http://www.wikidata.org/entity/Q2291098,Omega constant
http://www.wikidata.org/entity/Q2333151,Tau
http://www.wikidata.org/entity/Q2337529,square root of 5
http://www.wikidata.org/entity/Q2345603,plastic number
http://www.wikidata.org/entity/Q47519836,left ventricular pressure
http://www.wikidata.org/entity/Q47519846,intracardiac pressure
http://www.wikidata.org/entity/Q47519847,atrial pressure
http://www.wikidata.org/entity/Q48632255,red blood cell count
http://www.wikidata.org/entity/Q48633601,blood cell count
http://www.wikidata.org/entity/Q48634035,blood platelet count
http://www.wikidata.org/entity/Q50300573,forced vital capacity
http://www.wikidata.org/entity/Q50380294,hemoglobin concentration
http://www.wikidata.org/entity/Q52307097,white blood cell count
http://www.wikidata.org/entity/Q52307979,serum albumin level
http://www.wikidata.org/entity/Q52308303,serum globulin level
http://www.wikidata.org/entity/Q52308463,albumin/globulin ratio
http://www.wikidata.org/entity/Q52309395,blood urea nitrogen level
http://www.wikidata.org/entity/Q52309773,serum creatinine level
http://www.wikidata.org/entity/Q52310003,serum uric acid level
http://www.wikidata.org/entity/Q55435629,serum inorganic phosphorus level
http://www.wikidata.org/entity/Q55435676,fasting serum glucose level
http://www.wikidata.org/entity/Q55435678,serum triglyceride level
http://www.wikidata.org/entity/Q55435772,serum HDL cholesterol level
http://www.wikidata.org/entity/Q55435854,serum LDL cholesterol level
http://www.wikidata.org/entity/Q55435855,serum total bilirubin level
http://www.wikidata.org/entity/Q55442486,serum alkaline phosphatase level
http://www.wikidata.org/entity/Q55442528,serum gamma-glutamyl transpeptidase level
http://www.wikidata.org/entity/Q55442766,serum cholinesterase level
http://www.wikidata.org/entity/Q1192957,Mills' constant
http://www.wikidata.org/entity/Q1309303,Einstein coefficients
http://www.wikidata.org/entity/Q1349661,Erdős–Borwein constant
http://www.wikidata.org/entity/Q1445544,Fransén–Robinson constant
http://www.wikidata.org/entity/Q1782651,Glaisher–Kinkelin constant
http://www.wikidata.org/entity/Q1918289,Meissel–Mertens constant
http://www.wikidata.org/entity/Q1932524,coefficient of friction
http://www.wikidata.org/entity/Q12371749,PaCO2
http://www.wikidata.org/entity/Q16887769,magnesemia
http://www.wikidata.org/entity/Q16902886,Javal's rule
http://www.wikidata.org/entity/Q16999627,Immunoreactive trypsinogen
http://www.wikidata.org/entity/Q20026903,right atrial pressure
http://www.wikidata.org/entity/Q21028902,serum calcium
http://www.wikidata.org/entity/Q3230,atmosphere of Earth
http://www.wikidata.org/entity/Q389813,square root of 2
http://www.wikidata.org/entity/Q449164,Embree–Trefethen constant
http://www.wikidata.org/entity/Q461009,Sierpiński's constant
http://www.wikidata.org/entity/Q622682,Apéry's constant
http://www.wikidata.org/entity/Q691109,Ramanujan–Soldner constant
http://www.wikidata.org/entity/Q3772671,Reciprocal Fibonacci constant
http://www.wikidata.org/entity/Q4839668,Backhouse's constant
http://www.wikidata.org/entity/Q4919430,twelfth root of two
http://www.wikidata.org/entity/Q5580918,Golomb–Dickman constant
http://www.wikidata.org/entity/Q5638401,Hafner–Sarnak–McCurley constant
http://www.wikidata.org/entity/Q5693407,Heath-Brown–Moroz constant
http://www.wikidata.org/entity/Q6393212,Kepler–Bouwkamp constant
http://www.wikidata.org/entity/Q6428513,Komornik–Loreti constant
http://www.wikidata.org/entity/Q6511317,Lebesgue constant
http://www.wikidata.org/entity/Q6717435,MRB constant
http://www.wikidata.org/entity/Q7107231,osmotic coefficient
http://www.wikidata.org/entity/Q7243365,prime constant
http://www.wikidata.org/entity/Q7560506,Somos' quadratic recurrence constant
http://www.wikidata.org/entity/Q7834634,Transmission coefficient
http://www.wikidata.org/entity/Q7894145,universal parabolic constant
http://www.wikidata.org/entity/Q41690,golden ratio
http://www.wikidata.org/entity/Q73026,Legendre's constant
http://www.wikidata.org/entity/Q8053540,Yield
http://www.wikidata.org/entity/Q9199869,Pogson's ratio
http://www.wikidata.org/entity/Q14920247,frequency factor
http://www.wikidata.org/entity/Q18420442,sky view factor
http://www.wikidata.org/entity/Q19309419,government debt ratio in Lithuania
http://www.wikidata.org/entity/Q19915276,urbanisation level
http://www.wikidata.org/entity/Q20932585,Engel's coefficient
http://www.wikidata.org/entity/Q22254904,Slenderness ratio
http://www.wikidata.org/entity/Q56218153,admission rate
http://www.wikidata.org/entity/Q38768,Richter scale
http://www.wikidata.org/entity/Q83169,hydrosphere
http://www.wikidata.org/entity/Q931099,Copeland–Erdős constant
http://www.wikidata.org/entity/Q973681,Coefficient of utilization
http://www.wikidata.org/entity/Q1025756,Cahen's constant
http://www.wikidata.org/entity/Q1061180,Champernowne constant
http://www.wikidata.org/entity/Q1113025,Niven's constant
http://www.wikidata.org/entity/Q1143011,Coefficient of restitution
http://www.wikidata.org/entity/Q1150815,square root of 3
http://www.wikidata.org/entity/Q28469792,eighty-second
http://www.wikidata.org/entity/Q28469793,eighty-third
http://www.wikidata.org/entity/Q28469794,eighty-fourth
http://www.wikidata.org/entity/Q28469795,eighty-fifth
http://www.wikidata.org/entity/Q28469796,eighty-sixth
http://www.wikidata.org/entity/Q28469797,eighty-seventh
http://www.wikidata.org/entity/Q28469798,eighty-eighth
http://www.wikidata.org/entity/Q28469799,eighty-ninth
http://www.wikidata.org/entity/Q28469800,ninetieth
http://www.wikidata.org/entity/Q28469801,ninety-first
http://www.wikidata.org/entity/Q28469802,ninety-second
http://www.wikidata.org/entity/Q28469803,ninety-third
http://www.wikidata.org/entity/Q28469804,ninety-fourth
http://www.wikidata.org/entity/Q28469805,ninety-fifth
http://www.wikidata.org/entity/Q28469806,ninety-sixth
http://www.wikidata.org/entity/Q28469807,ninety-seventh
http://www.wikidata.org/entity/Q28469808,ninety-eighth
http://www.wikidata.org/entity/Q28469809,ninety-ninth
http://www.wikidata.org/entity/Q28469810,hundredth
http://www.wikidata.org/entity/Q83296,lithosphere
http://www.wikidata.org/entity/Q275007,9.5 mm film
http://www.wikidata.org/entity/Q280184,A4
http://www.wikidata.org/entity/Q471877,Aminzahl
http://www.wikidata.org/entity/Q805715,Baltic Dry Index
http://www.wikidata.org/entity/Q829714,employment-to-population ratio
http://www.wikidata.org/entity/Q845727,lift-to-drag ratio
http://www.wikidata.org/entity/Q893398,Borden System
http://www.wikidata.org/entity/Q912925,Great-circle distance
http://www.wikidata.org/entity/Q6990799,Nelson complexity index
http://www.wikidata.org/entity/Q7069402,Web index
http://www.wikidata.org/entity/Q7370327,Rotational temperature
http://www.wikidata.org/entity/Q9356632,solidification temperature
http://www.wikidata.org/entity/Q10593789,NKI (Index)
http://www.wikidata.org/entity/Q12581441,LSY
http://www.wikidata.org/entity/Q16639280,Global Slavery Index
http://www.wikidata.org/entity/Q17099407,Load factor
http://www.wikidata.org/entity/Q23014154,Copenhagenize Index
http://www.wikidata.org/entity/Q23497971,forty-five year old
http://www.wikidata.org/entity/Q23900366,shade index
http://www.wikidata.org/entity/Q25381626,Open Data Index
http://www.wikidata.org/entity/Q25898355,KFC Index
http://www.wikidata.org/entity/Q29877670,easting
http://www.wikidata.org/entity/Q29877676,northing
http://www.wikidata.org/entity/Q30347503,Universal Thermal Climate Index
http://www.wikidata.org/entity/Q35140285,total produced
http://www.wikidata.org/entity/Q46042059,German regional key
http://www.wikidata.org/entity/Q58073937,earnings-related pension index
http://www.wikidata.org/entity/Q58074402,wage coefficient
http://www.wikidata.org/entity/Q63958760,Cold Water
http://www.wikidata.org/entity/Q63958763,Warm water
http://www.wikidata.org/entity/Q64448273,Employee Net Promoter Score
http://www.wikidata.org/entity/Q65084012,Freeze point of water
http://www.wikidata.org/entity/Q75271124,frozen
http://www.wikidata.org/entity/Q55442769,serum amylase level
http://www.wikidata.org/entity/Q55442770,serum creatine kinase level
http://www.wikidata.org/entity/Q55443269,serum C reactive protein level
http://www.wikidata.org/entity/Q55443271,serum immunoglobulin G level
http://www.wikidata.org/entity/Q55443273,serum immunoglobulin A level
http://www.wikidata.org/entity/Q55443276,serum immunoglobulin M level
http://www.wikidata.org/entity/Q55443328,serum complement C3 level
http://www.wikidata.org/entity/Q55443334,serum complement C4 level
http://www.wikidata.org/entity/Q55443363,hemoglobin A1c level
http://www.wikidata.org/entity/Q56290555,Relative Fat Mass
http://www.wikidata.org/entity/Q56523519,urine creatinine level
http://www.wikidata.org/entity/Q60035142,lymphocyte count
http://www.wikidata.org/entity/Q60964625,phosphatemia
http://www.wikidata.org/entity/Q61052259,serum ionized calcium  level
http://www.wikidata.org/entity/Q61052265,corrected measurement of calcium
http://www.wikidata.org/entity/Q63345843,AFP serum level
http://www.wikidata.org/entity/Q65582182,sperm count
http://www.wikidata.org/entity/Q65956199,serum bicarbonate level
http://www.wikidata.org/entity/Q70575720,Cardiac Volume
http://www.wikidata.org/entity/Q71227452,Forced Expiratory Flow Rates
http://www.wikidata.org/entity/Q76138024,atherogenic index of plasma
http://www.wikidata.org/entity/Q78101716,adult weight
http://www.wikidata.org/entity/Q79571318,platelet haematocrit
http://www.wikidata.org/entity/Q87421848,urine protein level
http://www.wikidata.org/entity/Q87422076,pH of blood
http://www.wikidata.org/entity/Q86696643,Global Health Security Index
http://www.wikidata.org/entity/Q5329,decibel
http://www.wikidata.org/entity/Q50094,neper
http://www.wikidata.org/entity/Q28469772,sixty-second
http://www.wikidata.org/entity/Q28469773,sixty-third
http://www.wikidata.org/entity/Q28469774,sixty-fourth
http://www.wikidata.org/entity/Q28469775,sixty-fifth
http://www.wikidata.org/entity/Q28469776,sixty-sixth
http://www.wikidata.org/entity/Q28469777,sixty-seventh
http://www.wikidata.org/entity/Q28469778,sixty-eighth
http://www.wikidata.org/entity/Q28469779,sixty-ninth
http://www.wikidata.org/entity/Q28469780,seventieth
http://www.wikidata.org/entity/Q28469781,seventy-first
http://www.wikidata.org/entity/Q28469782,seventy-second
http://www.wikidata.org/entity/Q28469783,seventy-third
http://www.wikidata.org/entity/Q28469784,seventy-fourth
http://www.wikidata.org/entity/Q28469785,seventy-fifth
http://www.wikidata.org/entity/Q28469786,seventy-sixth
http://www.wikidata.org/entity/Q28469787,seventy-seventh
http://www.wikidata.org/entity/Q28469788,seventy-eighth
http://www.wikidata.org/entity/Q28469789,seventy-ninth
http://www.wikidata.org/entity/Q28469790,eightieth
http://www.wikidata.org/entity/Q28469791,eighty-first
http://www.wikidata.org/entity/Q15634948,Foias constant
http://www.wikidata.org/entity/Q17008552,Davenport constant
http://www.wikidata.org/entity/Q17097221,Lieb's square ice constant
http://www.wikidata.org/entity/Q28469710,zeroth
http://www.wikidata.org/entity/Q28469711,first
http://www.wikidata.org/entity/Q28469712,second
http://www.wikidata.org/entity/Q28469713,third
http://www.wikidata.org/entity/Q28469714,fourth
http://www.wikidata.org/entity/Q28469729,nineteenth
http://www.wikidata.org/entity/Q28469730,twentieth
http://www.wikidata.org/entity/Q28469731,twenty-first
http://www.wikidata.org/entity/Q28469732,twenty-second
http://www.wikidata.org/entity/Q28469733,twenty-third
http://www.wikidata.org/entity/Q28469734,twenty-fourth
http://www.wikidata.org/entity/Q28469735,twenty-fifth
http://www.wikidata.org/entity/Q50579088,tau
http://www.wikidata.org/entity/Q23355,8
http://www.wikidata.org/entity/Q862978,1,000,000,000,000
http://www.wikidata.org/entity/Q735775,Chaitin's constant
http://www.wikidata.org/entity/Q847816,Christoffel symbols
http://www.wikidata.org/entity/Q850251,Brun's constant
http://www.wikidata.org/entity/Q854503,Kaprekar's constant
http://www.wikidata.org/entity/Q855282,Catalan's constant
http://www.wikidata.org/entity/Q324923,ban
http://www.wikidata.org/entity/Q376660,nat
http://www.wikidata.org/entity/Q760106,Lift coefficient
http://www.wikidata.org/entity/Q777017,dBm
http://www.wikidata.org/entity/Q16021,1,000,000,000
http://www.wikidata.org/entity/Q28469715,fifth
http://www.wikidata.org/entity/Q28469716,sixth
http://www.wikidata.org/entity/Q28469717,seventh
http://www.wikidata.org/entity/Q28469718,eighth
http://www.wikidata.org/entity/Q28469719,ninth
http://www.wikidata.org/entity/Q28469720,tenth
http://www.wikidata.org/entity/Q1793202,PEG ratio
http://www.wikidata.org/entity/Q1932812,Reference rate
http://www.wikidata.org/entity/Q2022946,Haller index
http://www.wikidata.org/entity/Q2188543,sampling fraction
http://www.wikidata.org/entity/Q2199357,decade
http://www.wikidata.org/entity/Q2381522,Hospital Standardized Mortality Ratio
http://www.wikidata.org/entity/Q2454777,Hodgson number
http://www.wikidata.org/entity/Q3595370,Student–teacher ratio
http://www.wikidata.org/entity/Q3911187,tax-to-GDP ratio
http://www.wikidata.org/entity/Q4463210,trit
http://www.wikidata.org/entity/Q4903926,Bid-to-cover ratio
http://www.wikidata.org/entity/Q5053547,Cation-anion radius ratio
http://www.wikidata.org/entity/Q5513786,GMROII
http://www.wikidata.org/entity/Q7902864,Utilization factor
http://www.wikidata.org/entity/Q7961993,Walk-to-strikeout ratio
http://www.wikidata.org/entity/Q44424,chemical bond
http://www.wikidata.org/entity/Q2353128,silver ratio
http://www.wikidata.org/entity/Q2641368,Landau–Ramanujan constant
http://www.wikidata.org/entity/Q2718188,Khinchin's constant
http://www.wikidata.org/entity/Q2782386,Bernstein's constant
http://www.wikidata.org/entity/Q2994918,Prouhet–Thue–Morse constant
http://www.wikidata.org/entity/Q2994920,Lévy's constant
http://www.wikidata.org/entity/Q2994928,Laplace limit
http://www.wikidata.org/entity/Q3132613,Sedimentation coefficient
http://www.wikidata.org/entity/Q1383069,16:9
http://www.wikidata.org/entity/Q1541540,Academy ratio
http://www.wikidata.org/entity/Q3077333,16:10
http://www.wikidata.org/entity/Q3278929,δ13C
http://www.wikidata.org/entity/Q24862,short film
http://www.wikidata.org/entity/Q50098,bel
http://www.wikidata.org/entity/Q162455,Gini coefficient
http://www.wikidata.org/entity/Q28469721,eleventh
http://www.wikidata.org/entity/Q28469722,twelfth
http://www.wikidata.org/entity/Q28469723,thirteenth
http://www.wikidata.org/entity/Q28469724,fourteenth
